id,ortho,cgram,genre,nombre,freqfilms,verper,cvcv,iddersyll,nbsyll,haspir
111216,resplendissait,VER,,,0.49,3s,C,3861,4,-1
111217,resplendissant,VER,,,0.04,,C,3848,4,-1
111218,resplendissant,ADJ,m,s,0.3,,C,3848,4,-1
111219,resplendissante,ADJ,f,s,1.12,,C,3859,4,-1
111220,resplendissantes,ADJ,f,p,0.07,,C,3859,4,-1
111221,resplendissants,ADJ,m,p,0.35,,C,3848,4,-1
111222,resplendisse,VER,,,0.16,3s,C,1374,3,-1
111223,resplendissement,NOM,m,s,0.0,,C,2964,5,-1
111224,resplendissent,VER,,,0.0,3p,C,1374,3,-1
111225,resplendissez,VER,,,0.21,2p,C,3949,4,-1
111226,resplendit,VER,,,0.52,3s-3s,C,1356,3,-1
111227,responsabilisation,NOM,f,s,0.01,,C,4038,7,-1
111228,responsabilise,VER,,,0.0,1s,C,2823,5,-1
111229,responsabiliser,VER,,,0.3,,C,5141,6,-1
111230,responsabilité,NOM,f,s,26.04,,C,4605,6,-1
111231,responsabilités,NOM,f,p,11.42,,C,4605,6,-1
111232,responsable,ADJ,,s,40.66,,C,3927,3,-1
111233,responsable,NOM,,s,18.29,,C,3927,3,-1
111234,responsables,ADJ,,p,5.35,,C,3927,3,-1
111235,responsables,NOM,,p,4.63,,C,3927,3,-1
111236,resquillaient,VER,,,0.0,3p,C,2144,3,-1
111237,resquillant,VER,,,0.03,,C,2137,3,-1
111238,resquille,NOM,f,s,0.15,,C,2441,2,-1
111239,resquille,VER,,,0.23,1s-3s,C,2441,2,-1
111240,resquiller,VER,,,0.14,,C,2181,3,-1
111241,resquillera,VER,,,0.01,3s,C,229,4,-1
111242,resquilles,VER,,,0.01,2s,C,2441,2,-1
111243,resquilleur,ADJ,m,s,0.1,,C,2135,3,-1
111244,resquilleur,NOM,m,s,0.06,,C,2135,3,-1
111245,resquilleurs,NOM,m,p,0.17,,C,2135,3,-1
111246,resquilleuse,NOM,f,s,0.01,,C,2132,3,-1
111247,resquilleuses,NOM,f,p,0.0,,C,2132,3,-1
111248,resquillé,VER,m,s,0.03,,C,2181,3,-1
111249,ressac,NOM,m,s,0.14,,C,3931,2,-1
111250,ressacs,NOM,m,p,0.0,,C,3931,2,-1
111251,ressaie,VER,,,0.05,2s-1s-3s,C,3861,2,-1
111252,ressaisi,VER,m,s,0.22,,C,5143,3,-1
111253,ressaisie,VER,f,s,0.06,,C,5143,3,-1
111254,ressaisir,VER,,,1.26,,C,5146,3,-1
111255,ressaisira,VER,,,0.1,3s,C,229,4,-1
111256,ressaisirais,VER,,,0.01,1s,C,185,4,-1
111257,ressaisis,VER,m,p,3.06,2s-1s-2s,C,5143,3,-1
111258,ressaisissaient,VER,,,0.0,3p,C,3861,4,-1
111259,ressaisissais,VER,,,0.01,1s,C,3861,4,-1
111260,ressaisissait,VER,,,0.01,3s,C,3861,4,-1
111261,ressaisissant,VER,,,0.0,,C,3848,4,-1
111262,ressaisisse,VER,,,0.02,1s-3s,C,5160,3,-1
111263,ressaisissement,NOM,m,s,0.0,,C,2964,5,-1
111264,ressaisisses,VER,,,0.05,2s,C,5160,3,-1
111265,ressaisissez,VER,,,0.86,2p-2p,C,3949,4,-1
111266,ressaisissions,VER,,,0.0,1p,C,4038,4,-1
111267,ressaisissons,VER,,,0.03,1p,C,4314,4,-1
111268,ressaisit,VER,,,0.17,3s-3s,C,5143,3,-1
111269,ressaisît,VER,,,0.0,3s,C,5143,3,-1
111270,ressassaient,VER,,,0.0,3p,C,3861,3,-1
111271,ressassais,VER,,,0.01,1s-2s,C,3861,3,-1
111272,ressassait,VER,,,0.01,3s,C,3861,3,-1
111273,ressassant,VER,,,0.05,,C,3848,3,-1
111274,ressasse,VER,,,0.27,2s-1s-3s,C,3939,2,-1
111275,ressassement,NOM,m,s,0.0,,C,2964,4,-1
111276,ressassent,VER,,,0.01,3p,C,3939,2,-1
111277,ressasser,VER,,,0.77,,C,3949,3,-1
111278,ressasseur,NOM,m,s,0.0,,C,3844,3,-1
111279,ressassez,VER,,,0.0,2p,C,3949,3,-1
111280,ressassions,VER,,,0.0,1p,C,4038,3,-1
111281,ressassèrent,VER,,,0.01,3p,C,3863,3,-1
111282,ressassé,VER,m,s,0.16,,C,3949,3,-1
111283,ressassée,VER,f,s,0.0,,C,3949,3,-1
111284,ressassées,VER,f,p,0.01,,C,3949,3,-1
111285,ressassés,VER,m,p,0.02,,C,3949,3,-1
111286,ressaut,NOM,m,s,0.01,,C,4134,2,-1
111287,ressauter,VER,,,0.07,,C,4605,3,-1
111288,ressauts,NOM,m,p,0.0,,C,4134,2,-1
111289,ressauté,VER,m,s,0.01,,C,4605,3,-1
111290,ressayer,VER,,,0.12,,C,2181,3,-1
111291,ressembla,VER,,,0.0,3s,C,1075,3,-1
111292,ressemblaient,VER,,,2.17,3p,C,1064,3,-1
111293,ressemblais,VER,,,2.23,1s-2s,C,1064,3,-1
111294,ressemblait,VER,,,13.41,3s,C,1064,3,-1
111295,ressemblance,NOM,f,s,4.46,,C,1062,3,-1
111296,ressemblances,NOM,f,p,0.56,,C,1062,3,-1
111297,ressemblant,ADJ,m,s,1.57,,C,1059,3,-1
111298,ressemblant,VER,,,1.01,,C,1059,3,-1
111299,ressemblante,ADJ,f,s,0.29,,C,1063,3,-1
111300,ressemblantes,ADJ,f,p,0.14,,C,1063,3,-1
111301,ressemblants,ADJ,m,p,0.06,,C,1059,3,-1
111302,ressemblassent,VER,,,0.0,3p,C,1083,3,-1
111303,ressemble,VER,,,83.47,2s-1s-3s-1s-3s,C,3852,2,-1
111304,ressemblent,VER,,,11.21,3p,C,3852,2,-1
111305,ressembler,VER,,,11.45,2p,C,1087,3,-1
111306,ressemblera,VER,,,1.14,3s,C,229,4,-1
111307,ressemblerai,VER,,,0.09,1s,C,185,4,-1
111308,ressembleraient,VER,,,0.05,3p,C,185,4,-1
111309,ressemblerais,VER,,,0.53,1s-2s,C,185,4,-1
111310,ressemblerait,VER,,,1.12,3s,C,185,4,-1
111311,ressembleras,VER,,,0.21,2s,C,229,4,-1
111312,ressemblerez,VER,,,0.05,2p,C,263,4,-1
111313,ressembleront,VER,,,0.28,3p,C,394,4,-1
111314,ressembles,VER,,,11.93,2s-2s,C,3852,2,-1
111315,ressemblez,VER,,,6.92,2p-2p,C,1087,3,-1
111316,ressembliez,VER,,,0.26,2p,C,2181,4,-1
111317,ressemblions,VER,,,0.03,1p,C,2208,4,-1
111318,ressemblons,VER,,,0.89,1p,C,1098,3,-1
111319,ressemblât,VER,,,0.01,3s,C,1075,3,-1
111320,ressemblèrent,VER,,,0.0,3p,C,1065,3,-1
111321,ressemblé,VER,m,s,0.17,,C,1087,3,-1
111322,ressemelage,NOM,m,s,0.0,,C,2762,4,-1
111323,ressemelages,NOM,m,p,0.0,,C,2762,4,-1
111324,ressemelait,VER,,,0.0,3s,C,2696,4,-1
111325,ressemeler,VER,,,0.02,,C,2794,4,-1
111326,ressemellent,VER,,,0.0,3p,C,2989,3,-1
111327,ressemelée,VER,f,s,0.0,,C,2794,4,-1
111328,ressemer,VER,,,0.01,,C,3059,3,-1
111329,ressens,VER,,,27.91,2s-1s-2s,C,3848,2,-1
111330,ressent,VER,,,10.23,3s,C,3848,2,-1
111331,ressentaient,VER,,,0.12,3p,C,4380,3,-1
111332,ressentais,VER,,,2.72,1s-2s,C,4380,3,-1
111333,ressentait,VER,,,1.66,3s,C,4380,3,-1
111334,ressentant,VER,,,0.08,,C,4368,3,-1
111335,ressente,VER,,,0.72,1s-3s,C,3859,2,-1
111336,ressentent,VER,,,2.49,3p,C,3859,2,-1
111337,ressentes,VER,,,0.41,2s,C,3859,2,-1
111338,ressentez,VER,,,6.7,2p-2p,C,4605,3,-1
111339,ressenti,ADJ,m,s,0.09,,C,4613,3,-1
111340,ressenti,VER,m,s,11.36,,C,4613,3,-1
111341,ressentie,ADJ,f,s,0.16,,C,4613,3,-1
111342,ressentie,VER,f,s,0.6,,C,4613,3,-1
111343,ressenties,ADJ,f,p,0.01,,C,4613,3,-1
111344,ressenties,VER,f,p,0.07,,C,4613,3,-1
111345,ressentiez,VER,,,0.5,2p,C,4667,3,-1
111346,ressentiment,NOM,m,s,1.56,,C,2964,4,-1
111347,ressentiments,NOM,m,p,0.27,,C,2964,4,-1
111348,ressentions,VER,,,0.04,1p,C,4670,3,-1
111349,ressentir,VER,,,9.76,,C,4616,3,-1
111350,ressentira,VER,,,0.26,3s,C,229,4,-1
111351,ressentirai,VER,,,0.11,1s,C,185,4,-1
111352,ressentirais,VER,,,0.42,1s-2s,C,185,4,-1
111353,ressentirait,VER,,,0.16,3s,C,185,4,-1
111354,ressentiras,VER,,,0.06,2s,C,229,4,-1
111355,ressentirent,VER,,,0.0,3p,C,4616,3,-1
111356,ressentirez,VER,,,0.16,2p,C,263,4,-1
111357,ressentiriez,VER,,,0.17,2p,C,329,4,-1
111358,ressentirions,VER,,,0.01,1p,C,333,4,-1
111359,ressentiront,VER,,,0.04,3p,C,394,4,-1
111360,ressentis,ADJ,m,p,0.03,,C,4613,3,-1
111361,ressentis,VER,m,p,0.66,1s,C,4613,3,-1
111362,ressentit,VER,,,0.45,3s,C,4613,3,-1
111363,ressentons,VER,,,0.9,1p-1p,C,4757,3,-1
111364,ressentîmes,VER,,,0.0,1p,C,4630,3,-1
111365,ressentît,VER,,,0.0,3s,C,4613,3,-1
111366,resserra,VER,,,0.0,3s,C,229,3,-1
111367,resserrage,NOM,m,s,0.1,,C,234,3,-1
111368,resserraient,VER,,,0.02,3p,C,185,3,-1
111369,resserrait,VER,,,0.02,3s,C,185,3,-1
111370,resserrant,VER,,,0.0,,C,170,3,-1
111371,resserre,NOM,f,s,0.18,,C,3863,2,-1
111372,resserre,VER,,,1.15,2s-1s-3s,C,3863,2,-1
111373,resserrement,NOM,m,s,0.0,,C,2964,4,-1
111374,resserrent,VER,,,0.35,3p,C,3863,2,-1
111375,resserrer,VER,,,1.19,,C,263,3,-1
111376,resserrera,VER,,,0.04,3s,C,229,4,-1
111377,resserrerai,VER,,,0.01,1s,C,185,4,-1
111378,resserrerait,VER,,,0.02,3s,C,185,4,-1
111379,resserres,NOM,f,p,0.0,,C,3863,2,-1
111380,resserres,VER,,,0.02,2s,C,3863,2,-1
111381,resserrez,VER,,,0.45,2p-2p,C,263,3,-1
111382,resserrions,VER,,,0.0,1p,C,333,3,-1
111383,resserrons,VER,,,0.02,1p-1p,C,394,3,-1
111384,resserrèrent,VER,,,0.0,3p,C,187,3,-1
111385,resserré,VER,m,s,0.42,,C,263,3,-1
111386,resserré,ADJ,m,s,0.02,,C,263,3,-1
111387,resserrée,VER,f,s,0.01,,C,263,3,-1
111388,resserrée,ADJ,f,s,0.0,,C,263,3,-1
111389,resserrées,VER,f,p,0.01,,C,263,3,-1
111390,resserrées,ADJ,f,p,0.0,,C,263,3,-1
111391,resserrés,VER,m,p,0.01,,C,263,3,-1
111392,resserrés,ADJ,m,p,0.04,,C,263,3,-1
111393,ressers,VER,,,1.13,2s-1s-2s,C,3863,2,-1
111394,ressert,VER,,,0.07,3s,C,3863,2,-1
111395,resservais,VER,,,0.01,2s,C,4811,3,-1
111396,resservait,VER,,,0.01,3s,C,4811,3,-1
111397,resservez,VER,,,0.17,2p-2p,C,4910,3,-1
111398,resservi,VER,m,s,0.06,,C,4911,3,-1
111399,resservir,VER,,,0.58,,C,4914,3,-1
111400,resservirai,VER,,,0.02,1s,C,185,4,-1
111401,resservirais,VER,,,0.1,1s,C,185,4,-1
111402,resservirait,VER,,,0.0,3s,C,185,4,-1
111403,resservis,VER,m,p,0.1,,C,4911,3,-1
111404,resservit,VER,,,0.0,3s,C,4911,3,-1
111405,ressors,VER,,,1.35,2s-1s-2s,C,3897,2,-1
111406,ressort,NOM,m,s,5.69,,C,3897,2,-1
111407,ressort,VER,,,2.48,3s,C,3897,2,-1
111408,ressortaient,VER,,,0.05,3p,C,4380,3,-1
111409,ressortais,VER,,,0.04,1s-2s,C,4380,3,-1
111410,ressortait,VER,,,0.12,3s,C,4380,3,-1
111411,ressortant,VER,,,0.08,,C,4368,3,-1
111412,ressorte,VER,,,0.41,1s-3s,C,3900,2,-1
111413,ressortent,VER,,,0.79,3p,C,3900,2,-1
111414,ressortes,VER,,,0.03,2s,C,3900,2,-1
111415,ressortez,VER,,,0.22,2p-2p,C,4605,3,-1
111416,ressorti,VER,m,s,1.91,,C,4613,3,-1
111417,ressortie,VER,f,s,1.27,,C,4613,3,-1
111418,ressorties,VER,f,p,0.04,,C,4613,3,-1
111419,ressortions,VER,,,0.02,1p,C,4670,3,-1
111420,ressortir,VER,,,4.64,,C,4616,3,-1
111421,ressortira,VER,,,0.26,3s,C,229,4,-1
111422,ressortirai,VER,,,0.37,1s,C,185,4,-1
111423,ressortiraient,VER,,,0.0,3p,C,185,4,-1
111424,ressortirais,VER,,,0.07,1s-2s,C,185,4,-1
111425,ressortirait,VER,,,0.09,3s,C,185,4,-1
111426,ressortiras,VER,,,0.17,2s,C,229,4,-1
111427,ressortirent,VER,,,0.01,3p,C,4616,3,-1
111428,ressortirez,VER,,,0.03,2p,C,263,4,-1
111429,ressortiront,VER,,,0.05,3p,C,394,4,-1
111430,ressortis,VER,m,p,0.43,1s,C,4613,3,-1
111431,ressortissant,NOM,m,s,0.11,,C,3848,4,-1
111432,ressortissante,NOM,f,s,0.01,,C,3859,4,-1
111433,ressortissants,NOM,m,p,0.34,,C,3848,4,-1
111434,ressortit,VER,,,0.26,3s,C,4613,3,-1
111435,ressortons,VER,,,0.04,1p-1p,C,4757,3,-1
111436,ressorts,NOM,m,p,1.27,,C,3897,2,-1
111437,ressortîmes,VER,,,0.0,1p,C,4630,3,-1
111438,ressoudant,VER,,,0.0,,C,1194,3,-1
111439,ressoude,VER,,,0.01,3s,C,4277,2,-1
111440,ressouder,VER,,,0.2,,C,1353,3,-1
111441,ressoudé,VER,m,s,0.01,,C,1353,3,-1
111442,ressoudée,VER,f,s,0.12,,C,1353,3,-1
111443,ressoudés,VER,m,p,0.04,,C,1353,3,-1
111444,ressource,NOM,f,s,1.13,,C,4275,2,-1
111445,ressourcement,NOM,m,s,0.01,,C,2964,4,-1
111446,ressourcer,VER,,,0.4,,C,3949,3,-1
111447,ressources,NOM,f,p,7.68,,C,4275,2,-1
111448,ressourcé,VER,m,s,0.0,,C,3949,3,-1
111449,ressourçais,VER,,,0.0,1s,C,3861,3,-1
111450,ressourçait,VER,,,0.0,3s,C,3861,3,-1
111451,ressouvenait,VER,,,0.0,3s,C,3209,4,-1
111452,ressouvenant,VER,,,0.0,,C,3206,4,-1
111453,ressouvenir,VER,,,0.68,,C,3293,4,-1
111454,ressouvenue,VER,f,s,0.0,,C,3398,4,-1
111455,ressouviens,VER,,,0.0,1s,C,4939,3,-1
111456,ressouvint,VER,,,0.0,3s,C,4788,3,-1
111457,ressui,NOM,m,s,0.0,,C,3838,2,-1
111458,ressuiement,NOM,m,s,0.0,,C,2964,3,-1
111459,ressurgi,VER,m,s,0.04,,C,646,3,-1
111460,ressurgie,VER,f,s,0.0,,C,646,3,-1
111461,ressurgir,VER,,,0.36,,C,648,3,-1
111462,ressurgirait,VER,,,0.0,3s,C,185,4,-1
111463,ressurgirent,VER,,,0.0,3p,C,648,3,-1
111464,ressurgiront,VER,,,0.02,3p,C,394,4,-1
111465,ressurgissait,VER,,,0.01,3s,C,3861,4,-1
111466,ressurgissant,VER,,,0.0,,C,3848,4,-1
111467,ressurgissent,VER,,,0.09,3p,C,661,3,-1
111468,ressurgit,VER,,,0.18,3s,C,646,3,-1
111469,ressuscita,VER,,,0.06,3s,C,4566,4,-1
111470,ressuscitai,VER,,,0.0,1s,C,4380,4,-1
111471,ressuscitaient,VER,,,0.02,3p,C,4380,4,-1
111472,ressuscitais,VER,,,0.01,1s,C,4380,4,-1
111473,ressuscitait,VER,,,0.11,3s,C,4380,4,-1
111474,ressuscitant,VER,,,0.03,,C,4368,4,-1
111475,ressuscite,VER,,,0.82,2s-1s-3s,C,3995,3,-1
111476,ressuscitent,VER,,,0.51,3p,C,3995,3,-1
111477,ressusciter,VER,,,2.94,,C,4605,4,-1
111478,ressuscitera,VER,,,1.03,3s,C,229,5,-1
111479,ressusciterai,VER,,,0.11,1s,C,185,5,-1
111480,ressusciteraient,VER,,,0.01,3p,C,185,5,-1
111481,ressusciterait,VER,,,0.29,3s,C,185,5,-1
111482,ressusciteras,VER,,,0.0,2s,C,229,5,-1
111483,ressusciterez,VER,,,0.01,2p,C,263,5,-1
111484,ressusciterons,VER,,,0.27,1p,C,394,5,-1
111485,ressusciteront,VER,,,0.06,3p,C,394,5,-1
111486,ressuscites,VER,,,0.22,2s,C,3995,3,-1
111487,ressuscitez,VER,,,0.27,2p-2p,C,4605,4,-1
111488,ressuscitons,VER,,,0.01,1p,C,4757,4,-1
111489,ressuscitât,VER,,,0.0,3s,C,4566,4,-1
111490,ressuscité,VER,m,s,3.86,,C,4605,4,-1
111491,ressuscitée,VER,f,s,0.56,,C,4605,4,-1
111492,ressuscitées,VER,f,p,0.01,,C,4605,4,-1
111493,ressuscités,VER,m,p,0.23,,C,4605,4,-1
111494,ressuyé,VER,m,s,0.0,,C,2181,3,-1
111495,ressuyée,VER,f,s,0.0,,C,2181,3,-1
111496,ressué,VER,m,s,0.0,,C,3837,2,-1
111497,resta,VER,,,3.53,3s,C,4566,2,-1
111498,restai,VER,,,1.27,1s,C,4380,2,-1
111499,restaient,VER,,,2.81,3p,C,4380,2,-1
111500,restais,VER,,,4.84,1s-2s,C,4380,2,-1
111501,restait,VER,,,18.34,3s,C,4380,2,-1
111502,restant,ADJ,m,s,0.5,,C,4368,2,-1
111503,restant,NOM,m,s,5.54,,C,4368,2,-1
111504,restant,VER,,,4.74,,C,4368,2,-1
111505,restante,ADJ,f,s,0.83,,C,4379,2,-1
111506,restantes,ADJ,f,p,0.28,,C,4379,2,-1
111507,restants,ADJ,m,p,0.81,,C,4368,2,-1
111508,restants,NOM,m,p,0.2,,C,4368,2,-1
111509,restassent,VER,,,0.0,3p,C,4595,2,-1
111510,restau,NOM,m,s,3.31,,C,4679,2,-1
111511,restaura,VER,,,0.0,3s,C,229,3,-1
111512,restaurait,VER,,,0.04,3s,C,185,3,-1
111513,restaurant,NOM,m,s,44.29,,C,170,3,-1
111514,restaurant,VER,,,0.7,,C,170,3,-1
111515,restaurants,NOM,m,p,5.75,,C,170,3,-1
111516,restaurateur,NOM,m,s,1.09,,C,4361,4,-1
111517,restaurateurs,NOM,m,p,0.09,,C,4361,4,-1
111518,restauration,NOM,f,s,2.9,,C,4038,4,-1
111519,restaurations,NOM,f,p,0.06,,C,4038,4,-1
111520,restauratrice,NOM,f,s,0.07,,C,4520,4,-1
111521,restaure,VER,,,1.24,2s-1s-3s,C,4680,2,-1
111522,restaurent,VER,,,0.23,3p,C,4680,2,-1
111523,restaurer,VER,,,2.2,,C,263,3,-1
111524,restaurera,VER,,,0.01,3s,C,229,4,-1
111525,restaurerai,VER,,,0.01,1s,C,185,4,-1
111526,restaureraient,VER,,,0.0,3p,C,185,4,-1
111527,restaurerait,VER,,,0.01,3s,C,185,4,-1
111528,restaurez,VER,,,0.22,2p-2p,C,263,3,-1
111529,restaurons,VER,,,0.03,1p,C,394,3,-1
111530,restauroute,NOM,m,s,0.0,,C,362,3,-1
111531,restauré,VER,m,s,0.93,,C,263,3,-1
111532,restaurée,VER,f,s,0.49,,C,263,3,-1
111533,restaurées,VER,f,p,0.14,,C,263,3,-1
111534,restaurés,VER,m,p,0.05,,C,263,3,-1
111535,restaus,NOM,m,p,0.34,,C,4679,2,-1
111536,reste,NOM,m,s,203.1,,C,204,1,-1
111537,reste,VER,,,320.44,2s-1s-3s-3s,C,204,1,-1
111538,restent,VER,,,21.75,3p,C,204,1,-1
111539,restent,VER,,,0.03,3p,C,204,1,-1
111540,rester,VER,,,310.38,,C,4605,2,-1
111541,restera,VER,,,25.73,3s,C,229,3,-1
111542,resterai,VER,,,11.8,1s,C,185,3,-1
111543,resteraient,VER,,,0.43,3p,C,185,3,-1
111544,resterais,VER,,,4.68,1s-2s,C,185,3,-1
111545,resterait,VER,,,5.3,3s,C,185,3,-1
111546,resteras,VER,,,6.32,2s,C,229,3,-1
111547,resterez,VER,,,5.75,2p,C,263,3,-1
111548,resteriez,VER,,,1.0,2p,C,329,3,-1
111549,resterions,VER,,,0.05,1p,C,333,3,-1
111550,resterons,VER,,,3.63,1p,C,394,3,-1
111551,resteront,VER,,,3.98,3p,C,394,3,-1
111552,restes,NOM,m,p,11.44,,C,204,1,-1
111553,restes,VER,,,44.15,2s-2s,C,204,1,-1
111554,restez,VER,,,105.52,2p-2p,C,4605,2,-1
111555,restiez,VER,,,4.42,2p,C,4667,2,-1
111556,restions,VER,,,0.94,1p,C,4670,2,-1
111557,restituaient,VER,,,0.0,3p,C,4342,3,-1
111558,restituait,VER,,,0.0,3s,C,4342,3,-1
111559,restituant,VER,,,0.0,,C,4340,3,-1
111560,restitue,VER,,,0.43,2s-1s-3s,C,4734,3,-1
111561,restituent,VER,,,0.02,3p,C,4734,3,-1
111562,restituer,VER,,,1.1,,C,4355,3,-1
111563,restituera,VER,,,0.02,3s,C,229,4,-1
111564,restituerai,VER,,,0.03,1s,C,185,4,-1
111565,restituerait,VER,,,0.0,3s,C,185,4,-1
111566,restituerons,VER,,,0.14,1p,C,394,4,-1
111567,restituez,VER,,,0.04,2p,C,1485,4,-1
111568,restituiez,VER,,,0.0,2p,C,2181,4,-1
111569,restitution,NOM,f,s,0.28,,C,4038,4,-1
111570,restitué,VER,m,s,0.38,,C,4355,3,-1
111571,restituée,VER,f,s,0.2,,C,4355,3,-1
111572,restituées,VER,f,p,0.04,,C,4355,3,-1
111573,restitués,VER,m,p,0.03,,C,4355,3,-1
111574,resto,NOM,m,s,9.36,,C,4679,2,-1
111575,restons,VER,,,16.36,1p-1p,C,4757,2,-1
111576,restoroute,NOM,m,s,0.16,,C,362,3,-1
111577,restos,NOM,m,p,1.1,,C,4679,2,-1
111578,restreignait,VER,,,0.0,3s,C,81,3,-1
111579,restreignant,VER,,,0.02,,C,78,3,-1
111580,restreignent,VER,,,0.0,3p,C,4460,2,-1
111581,restreignez,VER,,,0.01,2p,C,103,3,-1
111582,restreignit,VER,,,0.0,3s,C,104,3,-1
111583,restreindre,VER,,,0.3,,C,4435,2,-1
111584,restreins,VER,,,0.04,2s-1s,C,4434,2,-1
111585,restreint,VER,m,s,0.58,3s,C,4434,2,-1
111586,restreint,ADJ,m,s,0.31,,C,4434,2,-1
111587,restreinte,VER,f,s,0.17,,C,4439,2,-1
111588,restreinte,ADJ,f,s,0.2,,C,4439,2,-1
111589,restreintes,VER,f,p,0.0,,C,4439,2,-1
111590,restreintes,ADJ,f,p,0.03,,C,4439,2,-1
111591,restreints,VER,m,p,0.01,,C,4434,2,-1
111592,restreints,ADJ,m,p,0.01,,C,4434,2,-1
111593,restrictif,ADJ,m,s,0.2,,C,4622,3,-1
111594,restriction,NOM,f,s,1.07,,C,4038,3,-1
111595,restrictions,NOM,f,p,0.88,,C,4038,3,-1
111596,restrictive,ADJ,f,s,0.58,,C,4640,3,-1
111597,restrictives,ADJ,f,p,0.02,,C,4640,3,-1
111598,restructurant,VER,,,0.01,,C,170,4,-1
111599,restructuration,NOM,f,s,0.91,,C,4038,5,-1
111600,restructurations,NOM,f,p,0.0,,C,4038,5,-1
111601,restructurer,VER,,,0.45,,C,263,4,-1
111602,restructureront,VER,,,0.01,3p,C,394,5,-1
111603,restructurons,VER,,,0.0,1p,C,394,4,-1
111604,restructuré,VER,m,s,0.34,,C,263,4,-1
111605,restructurée,VER,f,s,0.13,,C,263,4,-1
111606,restâmes,VER,,,0.04,1p,C,4592,2,-1
111607,restât,VER,,,0.03,3s,C,4566,2,-1
111608,restèrent,VER,,,0.45,3p,C,4382,2,-1
111609,resté,VER,m,s,43.45,,C,4605,2,-1
111610,restée,VER,f,s,19.08,3p,C,4605,2,-1
111611,restées,VER,f,p,1.62,,C,4605,2,-1
111612,restés,VER,m,p,10.74,,C,4605,2,-1
111613,resucée,NOM,f,s,0.03,,C,3949,3,-1
111614,resurgi,VER,m,s,0.04,,C,646,3,-1
111615,resurgies,VER,f,p,0.0,,C,646,3,-1
111616,resurgir,VER,,,0.39,,C,648,3,-1
111617,resurgira,VER,,,0.05,3s,C,229,4,-1
111618,resurgirai,VER,,,0.01,1s,C,185,4,-1
111619,resurgirait,VER,,,0.01,3s,C,185,4,-1
111620,resurgirent,VER,,,0.0,3p,C,648,3,-1
111621,resurgiront,VER,,,0.0,3p,C,394,4,-1
111622,resurgis,VER,m,p,0.0,,C,646,3,-1
111623,resurgissaient,VER,,,0.0,3p,C,3861,4,-1
111624,resurgissait,VER,,,0.01,3s,C,3861,4,-1
111625,resurgissant,VER,,,0.01,,C,3848,4,-1
111626,resurgisse,VER,,,0.03,3s,C,661,3,-1
111627,resurgissent,VER,,,0.02,3p,C,661,3,-1
111628,resurgit,VER,,,0.28,3s-3s,C,646,3,-1
111629,resurgît,VER,,,0.0,3s,C,646,3,-1
111630,retable,NOM,m,s,0.24,,C,4579,2,-1
111631,retables,NOM,m,p,0.1,,C,4579,2,-1
111632,retaillaient,VER,,,0.0,3p,C,2144,3,-1
111633,retaillait,VER,,,0.0,3s,C,2144,3,-1
111634,retaille,VER,,,0.0,1s-3s,C,4584,2,-1
111635,retailler,VER,,,0.02,,C,2181,3,-1
111636,retaillé,VER,m,s,0.01,,C,2181,3,-1
111637,retaillée,VER,f,s,0.0,,C,2181,3,-1
111638,retaillées,VER,f,p,0.01,,C,2181,3,-1
111639,retaillés,VER,m,p,0.0,,C,2181,3,-1
111640,retapa,VER,,,0.0,3s,C,3567,3,-1
111641,retapaient,VER,,,0.0,3p,C,3465,3,-1
111642,retapait,VER,,,0.01,3s,C,3465,3,-1
111643,retapant,VER,,,0.0,,C,3457,3,-1
111644,retape,NOM,f,s,0.06,,C,4594,2,-1
111645,retape,VER,,,0.36,2s-1s-3s,C,4594,2,-1
111646,retapent,VER,,,0.01,3p,C,4594,2,-1
111647,retaper,VER,,,1.6,,C,3604,3,-1
111648,retaperait,VER,,,0.0,3s,C,185,4,-1
111649,retapeur,NOM,m,s,0.01,,C,3448,3,-1
111650,retapez,VER,,,0.08,2p-2p,C,3604,3,-1
111651,retapissant,VER,,,0.0,,C,3848,4,-1
111652,retapisse,VER,,,0.25,1s-3s,C,3625,3,-1
111653,retapissent,VER,,,0.0,3p,C,3625,3,-1
111654,retapisser,VER,,,0.05,,C,3949,4,-1
111655,retapisserait,VER,,,0.0,3s,C,185,5,-1
111656,retapisses,VER,,,0.0,2s,C,3625,3,-1
111657,retapissé,VER,m,s,0.03,,C,3949,4,-1
111658,retapissée,VER,f,s,0.0,,C,3949,4,-1
111659,retapissées,VER,f,p,0.0,,C,3949,4,-1
111660,retapé,VER,m,s,1.14,,C,3604,3,-1
111661,retapée,VER,f,s,0.28,,C,3604,3,-1
111662,retapées,VER,f,p,0.0,,C,3604,3,-1
111663,retapés,VER,m,p,0.01,,C,3604,3,-1
111664,retard,NOM,m,s,125.65,,C,4568,2,-1
111665,retarda,VER,,,0.0,3s,C,1323,3,-1
111666,retardaient,VER,,,0.01,3p,C,1200,3,-1
111667,retardais,VER,,,0.17,1s-2s,C,1200,3,-1
111668,retardait,VER,,,0.21,3s,C,1200,3,-1
111669,retardant,VER,,,0.03,,C,1194,3,-1
111670,retardataire,ADJ,,s,0.32,,C,4382,4,-1
111671,retardataire,NOM,,s,0.18,,C,4382,4,-1
111672,retardataires,ADJ,m,p,0.01,,C,4382,4,-1
111673,retardataires,NOM,,p,0.52,,C,4382,4,-1
